SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0.0,0.249169435,44.0,2,1.143966126,6375.0,13,3,1,0,2.0
0.0,0.01288202,77.0,0,0.110813909,3924.0,10,0,0,0,0.0
0.0,0.554119616,63.0,0,0.900107411,1395.0,16,0,0,0,0.0
0.0,0.571201175,35.0,0,0.273454388,6937.5,11,0,0,0,3.0
0.0,0.013159702,79.0,0,0.103116944,6399.0,12,0,1,0,0.0
,,,0,0.402913221,12150.0,9,0,1,0,1.0
0.0,0.0,42.0,0,1.233941515,6000.0,8,0,4,0,1.0
0.0,0.007318071,64.0,0,419.0,,7,0,0,0,0.0
0.0,0.404290307,40.0,0,0.784047989,6750.0,15,0,2,0,2.0
0.0,0.179209674,75.0,0,0.179666085,6018.0,8,0,0,0,0.0
0.0,0.117235346,40.0,0,0.062580764,8124.0,3,0,0,0,0.0
0.0,0.0,65.0,0,0.128658089,22500.0,6,0,1,0,0.0
0.0,1.073211314,29.0,0,0.216600089,3378.0,4,0,0,1,1.0
0.0,0.105946111,29.0,0,0.691525979,9150.0,8,0,3,0,0.0
0.0,0.016214957,46.0,0,1.311071268,3345.0,11,0,2,0,3.0
0.0,0.0,60.0,0,3.0,,1,0,0,0,0.0
0.0,0.012849679,80.0,0,2134.0,,6,0,1,0,0.0
0.0,0.9999999,58.0,0,0.30514921,5125.5,1,0,1,0,0.0
,,,0,0.00595618,7050.0,10,0,0,0,0.0
0.0,0.303387158,33.0,0,0.325253749,9900.0,10,0,1,0,4.0
0.0,0.331903913,62.0,0,0.330124051,8100.0,7,0,1,0,1.0
,,,4,0.807444853,3262.5,8,0,1,0,2.0
0.0,0.362977836,62.0,0,2724.0,,18,0,1,0,0.0
0.0,0.080086012,51.0,0,1259.0,,6,0,0,0,1.0
,,,0,1616.0,,4,0,2,0,1.0
0.0,0.049901628,60.0,0,0.271045521,7215.0,8,0,1,0,1.0
0.0,0.044451775,50.0,0,2184.0,,8,0,1,0,4.0
1.0,0.0,36.0,1,0.599189021,4807.5,6,1,1,2,2.0
0.0,0.259636698,52.0,0,1852.0,,12,0,1,0,2.0
0.0,0.40369633,56.0,1,0.276004218,15645.0,8,0,1,0,0.0
0.0,0.0,69.0,0,248.0,,8,0,0,0,0.0
0.0,0.603634089,58.0,0,0.522947541,29250.0,22,0,2,0,0.0
0.0,0.01160135,51.0,0,0.027099458,75000.0,19,0,1,0,0.0
0.0,0.046196019,66.0,0,0.203544248,27000.0,8,0,1,0,0.0
0.0,0.845519731,30.0,0,0.107764053,11899.5,4,0,0,0,3.0
,,,0,0.091533896,4800.0,6,0,0,0,0.0
0.0,0.9999999,77.0,0,0.0,,4,0,0,0,0.0
0.0,0.09662305,50.0,0,0.308616088,7867.5,7,0,1,0,0.0
0.0,0.232402687,41.0,2,0.106578684,7500.0,8,0,0,0,0.0
0.0,0.0,63.0,0,0.433008526,4924.5,10,0,1,0,0.0
0.0,0.032664852,60.0,0,0.511929107,6600.0,9,0,1,0,0.0
0.0,0.000656515,67.0,0,0.001849797,12162.0,8,0,0,0,0.0
1.0,0.984185453,40.0,3,0.696919578,7254.0,22,0,1,0,1.0
0.0,0.048444759,71.0,0,0.199003138,8124.0,7,0,1,0,0.0
0.0,0.071123852,49.0,0,0.217090417,9969.0,6,0,1,0,0.0
0.0,0.229443152,78.0,0,0.303107489,8832.0,15,0,2,0,1.0
0.0,0.031176104,63.0,0,0.241219848,12000.0,8,0,2,0,0.0
1.0,1.06942516,46.0,9,0.346173868,2880.0,11,1,0,1,1.0
1.0,0.093460415,59.0,1,0.396800711,6750.0,12,0,1,0,0.0
0.0,0.045186088,53.0,0,60.0,,8,0,0,0,1.0
1.0,0.828524869,40.0,0,0.123687631,15000.0,5,0,0,0,0.0
1.0,0.9999999,33.0,2,0.103498971,5100.0,1,2,0,0,1.0
0.0,0.058047098,47.0,0,0.066564358,15637.5,3,0,0,0,3.0
0.0,0.211509412,69.0,1,0.57659324,8919.0,30,0,1,0,0.0
0.0,0.029999761,61.0,0,1291.0,,14,0,0,0,
,,,0,52.0,,7,0,0,0,0.0
,,,2,0.140619793,4500.0,6,0,0,1,0.0
0.0,0.03887618,59.0,0,2393.0,,11,0,1,0,0.0
,,150.0,0,6.0,0.0,2,0,0,0,0.0
0.0,1.13027604,51.0,0,0.504859504,22686.0,22,0,2,0,0.0
0.0,0.220125996,58.0,0,0.141327623,2100.0,2,0,0,0,0.0
0.0,0.51736949,51.0,0,0.320445672,15750.0,9,0,1,0,0.0
0.0,0.883411741,29.0,0,0.523553163,7800.0,13,0,1,0,1.0
0.0,0.0,74.0,0,0.326739927,2046.0,8,0,0,0,0.0
0.0,0.386900375,80.0,0,3248.0,,10,0,1,0,0.0
0.0,0.716566866,21.0,0,0.086378738,450.0,2,0,0,0,0.0
0.0,0.045058592,43.0,0,3364.0,,10,0,2,0,0.0
0.0,0.34147361,34.0,1,0.457345242,4869.0,16,0,1,0,4.0
0.0,0.001417597,79.0,0,9.52e-05,15750.0,6,0,0,0,0.0
0.0,0.9999999,42.0,0,302.0,,3,0,0,0,2.0
0.0,0.002485925,80.0,1,0.323173868,11662.5,21,0,1,0,1.0
0.0,0.9999999,59.0,0,0.0,21825.0,3,0,0,0,0.0
0.0,0.545384281,33.0,3,2268.0,,14,0,2,0,1.0
0.0,0.055559028,82.0,0,25.0,,4,0,0,0,0.0
0.0,0.574333121,33.0,0,1.574106473,6000.0,11,0,2,0,0.0
0.0,0.707996707,39.0,6,0.446707589,5374.5,7,0,0,0,2.0
0.0,0.426977527,65.0,0,0.238258416,7440.0,3,0,1,0,1.0
1.0,0.875555794,56.0,0,0.675148362,18450.0,19,0,6,0,0.0
0.0,0.044086943,51.0,0,2333.0,,13,0,2,0,0.0
0.0,0.0,47.0,0,0.141484045,3900.0,5,0,0,0,0.0
0.0,0.018170019,45.0,1,0.838714965,9150.0,11,0,4,0,4.0
0.0,0.329716994,59.0,0,0.747126437,3783.0,9,0,1,0,0.0
0.0,0.331963164,43.0,0,0.262207846,14374.5,9,0,1,0,0.0
0.0,0.046827665,67.0,0,0.126782776,21874.5,18,0,1,0,1.0
,,,0,0.167708073,6000.0,1,4,0,0,0.0
0.0,0.11698621,40.0,0,0.225925485,12600.0,15,0,2,0,2.0
,,,0,0.434442836,5181.0,5,1,0,0,1.0
0.0,0.093162735,33.0,0,0.436013249,4980.0,7,0,1,0,0.0
0.0,0.781881583,39.0,2,0.260217552,14202.0,16,0,0,1,1.0
0.0,0.032989848,42.0,0,0.024507448,3120.0,6,0,0,0,2.0
0.0,0.013354385,58.0,4,0.317623536,5250.0,15,1,1,0,0.0
0.0,0.0,66.0,0,655.0,,10,0,1,0,0.0
0.0,0.205806922,69.0,0,0.217862481,4012.5,9,0,0,0,0.0
0.0,0.270354452,56.0,0,0.433818687,20499.0,10,0,1,0,0.0
0.0,0.023067923,63.0,0,1.30989011,2728.5,13,0,2,0,0.0
0.0,0.589589399,43.0,0,0.142385831,8637.0,10,0,0,0,0.0
0.0,0.163033479,69.0,0,1357.0,,5,0,2,0,0.0
0.0,0.751624972,47.0,0,0.500735465,19374.0,16,0,2,0,3.0
,,,0,1391.0,,4,0,1,0,0.0
0.0,0.163341835,61.0,0,0.408520527,9681.0,17,0,1,0,0.0
1.0,0.120240237,43.0,0,0.477932212,6150.0,16,1,1,0,3.0
,,,0,0.002989943,11035.5,8,0,0,0,0.0
0.0,0.383002073,54.0,0,0.07700486,9874.5,7,0,0,0,0.0
0.0,0.11097002,58.0,0,0.110396846,17499.0,6,0,2,0,2.0
0.0,0.165157698,52.0,0,0.32591623,6874.5,9,0,1,0,0.0
0.0,0.9999999,35.0,1,2723.0,,3,0,1,0,0.0
0.0,0.514511332,32.0,0,0.106879314,6300.0,4,0,0,0,0.0
0.0,0.171498799,62.0,0,0.416013712,6124.5,11,0,2,0,0.0
0.0,0.954760652,50.0,1,0.167095116,5250.0,5,0,0,0,5.0
0.0,0.684222081,60.0,0,3976.0,,25,0,2,0,2.0
1.0,0.9999999,31.0,2,0.021191523,3750.0,1,0,0,0,3.0
0.0,0.081444165,38.0,0,0.178266178,19654.5,10,0,1,0,2.0
0.0,0.721129338,30.0,0,0.128331439,11874.0,7,0,0,0,0.0
0.0,0.065092575,76.0,0,51.0,,1,0,0,0,0.0
,,,0,0.178527382,45000.0,13,0,1,0,0.0
0.0,0.063482843,87.0,0,0.334851936,8559.0,4,0,1,0,1.0
0.0,0.745025604,45.0,1,0.448337292,5050.5,13,0,0,1,2.0
0.0,0.095916663,61.0,0,0.474004639,15520.5,12,0,3,0,0.0
0.0,0.9999999,50.0,1,0.648468708,1125.0,2,0,0,0,1.0
0.0,0.010810946,56.0,0,0.369530755,9460.5,21,0,2,0,2.0
0.0,0.205631016,38.0,0,0.809226594,5526.0,8,0,2,0,2.0
0.0,0.072245085,65.0,0,668.0,,5,0,0,0,0.0
0.0,0.074266374,42.0,0,0.24606723,9057.0,4,0,1,0,2.0
0.0,0.846034215,29.0,0,0.116402116,2833.5,2,0,0,0,0.0
0.0,0.07682127,38.0,1,0.57117595,11874.0,7,0,2,0,2.0
0.0,0.022847329,44.0,0,0.186009955,17175.0,7,0,1,0,3.0
0.0,0.325321022,41.0,0,2470.0,,10,0,2,0,5.0
0.0,0.039246729,74.0,0,0.004665112,4500.0,2,0,0,0,0.0
0.0,0.0,73.0,0,0.330266973,15000.0,6,0,2,0,1.0
0.0,0.0,30.0,0,0.466844385,4500.0,4,0,1,0,0.0
0.0,0.000405582,69.0,0,0.249830278,8836.5,16,0,1,0,0.0
0.0,0.0,85.0,0,0.0,,4,2,0,0,0.0
0.0,0.087409383,39.0,0,0.389115063,6999.0,6,0,2,0,1.0
,,,0,0.029453015,9624.0,4,0,0,0,0.0
0.0,1.109578084,28.0,1,0.331333733,7500.0,5,1,1,1,2.0
0.0,0.031592685,53.0,0,0.250907863,17760.0,16,0,3,0,0.0
0.0,0.095436807,68.0,0,0.664938912,4050.0,13,0,2,0,0.0
0.0,0.031214838,58.0,0,0.355076276,2850.0,6,0,1,0,0.0
,,,0,0.271513632,23931.0,22,0,3,0,0.0
0.0,0.010608234,70.0,0,1.397163121,1267.5,5,0,1,0,0.0
0.0,0.187614852,71.0,0,4040.0,,6,1,1,0,0.0
0.0,0.104438451,32.0,0,0.206391716,8400.0,17,0,0,0,0.0
0.0,0.092447031,47.0,1,0.329630041,13500.0,21,0,2,1,0.0
0.0,0.013669372,51.0,0,0.185600361,19936.5,9,0,2,0,1.0
0.0,0.047847608,65.0,0,0.007360673,5704.5,2,0,0,0,0.0
0.0,0.0,44.0,0,0.427228786,5584.5,4,0,1,0,0.0
0.0,0.160987616,26.0,0,0.111901557,7800.0,5,0,0,0,2.0
1.0,0.0,49.0,3,0.289413307,4575.0,5,0,0,0,1.0
0.0,0.016120724,71.0,1,0.477321814,12499.5,15,0,2,0,0.0
0.0,0.925095449,50.0,1,2354.0,,12,0,0,1,2.0
0.0,0.127112958,63.0,0,0.20626607,15750.0,20,0,1,0,0.0
1.0,0.937354215,43.0,1,0.380330579,9073.5,4,0,1,0,3.0
1.0,0.51795338,52.0,0,0.268187223,13875.0,11,0,2,1,2.0
0.0,0.055554012,45.0,0,0.2639904,13749.0,6,0,2,1,0.0
1.0,0.9999999,50.0,1,0.160661955,8700.0,2,0,0,0,0.0
0.0,0.505074746,45.0,0,0.520956587,18000.0,8,0,2,0,2.0
0.0,0.057738408,60.0,0,1578.0,,7,0,1,0,0.0
0.0,0.530056942,57.0,0,0.517664311,11250.0,21,0,1,0,2.0
0.0,0.333583321,35.0,0,0.471657577,9075.0,7,0,1,0,1.0
0.0,0.9999999,63.0,0,11.0,,2,0,0,0,0.0
,,,0,0.399941185,10200.0,10,0,1,0,3.0
0.0,0.9999999,86.0,0,0.0,,4,0,0,0,0.0
1.0,0.947815368,30.0,0,849.0,,4,2,0,1,0.0
0.0,0.696541602,57.0,0,3854.0,,13,0,2,0,0.0
0.0,0.364734419,30.0,0,0.336993563,3960.0,15,0,1,0,0.0
0.0,0.087910156,54.0,0,0.520623969,30000.0,8,0,3,0,2.0
0.0,0.200307282,66.0,0,0.279737681,64500.0,28,0,6,0,1.0
0.0,0.00059996,91.0,0,0.0,,4,0,0,0,
,,,0,0.139235987,4200.0,4,0,0,0,0.0
,,,0,0.732965009,21990.0,23,0,5,0,0.0
0.0,0.375947314,42.0,0,0.076656204,9078.0,5,0,0,0,3.0
0.0,0.210382157,58.0,0,314.0,,3,0,0,0,2.0
0.0,0.0,58.0,0,2010.0,,7,0,2,0,0.0
0.0,0.137117878,49.0,0,0.494495506,14850.0,11,0,4,0,2.0
0.0,0.838216178,52.0,0,0.267323281,17208.0,8,0,1,0,2.0
0.0,0.102500998,65.0,0,2596.0,,19,0,2,0,0.0
,,150.0,0,0.385176956,9450.0,7,0,1,0,2.0
0.0,0.0,53.0,0,0.470652935,15000.0,6,0,2,0,3.0
0.0,0.07378878,70.0,0,0.131393411,11700.0,7,0,2,0,0.0
0.0,0.553383653,30.0,0,0.322250331,12450.0,9,0,1,0,1.0
,,,0,0.334666476,10500.0,14,0,1,0,2.0
0.0,0.281557216,33.0,0,0.106019579,7200.0,4,0,0,0,0.0
,,,0,1262.0,,10,0,1,0,0.0
0.0,0.126979535,62.0,0,1654.0,,8,0,2,0,0.0
1.0,0.75756061,40.0,3,0.524241933,9249.0,8,2,2,2,1.0
0.0,0.110274189,61.0,0,0.113348248,22125.0,10,0,1,0,0.0
0.0,0.902936569,52.0,0,0.508039357,18750.0,6,0,2,0,3.0
,,,1,1.24910481,15498.0,11,0,5,0,0.0
0.0,0.083633085,77.0,0,0.14557425,8200.5,15,0,0,0,1.0
0.0,0.008313623,46.0,0,0.305453249,12624.0,7,0,1,0,1.0
0.0,0.02552047,71.0,0,0.377905524,6000.0,10,0,1,0,0.0
0.0,0.06032663,27.0,0,0.562860438,3900.0,2,0,1,0,0.0
0.0,0.054660832,63.0,0,0.026212283,107925.0,8,0,2,0,0.0
0.0,0.631541354,61.0,0,3488.0,,7,0,1,0,0.0
0.0,0.271865551,78.0,0,0.313422264,12705.0,9,0,2,0,0.0
0.0,0.154753525,40.0,1,0.459654035,15000.0,10,0,3,0,1.0
,,,1,0.0223398,2550.0,2,0,0,0,0.0
,,,0,0.11262198,9375.0,4,0,1,0,0.0
0.0,0.229548153,52.0,4,0.223173595,10860.0,8,0,2,0,0.0
0.0,0.066113797,63.0,0,0.621679828,14625.0,24,0,2,0,2.0
0.0,0.053535609,51.0,0,0.29055912,18000.0,9,0,2,0,4.0
0.0,0.039143338,47.0,0,3396.0,,12,0,1,0,2.0
0.0,0.032405355,68.0,0,0.200636163,6129.0,12,0,1,0,0.0
0.0,0.476082229,44.0,1,0.439048488,19735.5,12,0,2,0,0.0
0.0,0.9999999,30.0,1,0.143010177,8400.0,2,0,0,0,2.0
0.0,0.010989881,46.0,0,15.0,,8,0,0,0,0.0
0.0,0.840879874,44.0,3,1478.0,,4,1,0,1,0.0
0.0,0.0,63.0,0,0.24150905,14749.5,5,0,1,0,1.0
0.0,0.0,76.0,0,1117.0,,6,0,1,0,0.0
0.0,0.568660996,66.0,1,0.372477731,8250.0,7,0,1,0,0.0
0.0,0.002190372,55.0,1,0.948480165,2910.0,8,0,1,0,2.0
0.0,0.290809705,56.0,0,0.370648734,22750.5,25,0,1,0,2.0
0.0,0.016092444,70.0,0,50.0,,8,0,0,0,
0.0,0.166799093,51.0,0,0.14717363,10374.0,9,0,1,0,2.0
,,,1,0.355783919,10800.0,7,0,2,1,1.0
0.0,0.004190277,38.0,0,2033.0,,11,0,2,0,0.0
0.0,0.165981705,41.0,0,0.319400049,18300.0,10,0,3,0,1.0
0.0,0.058027304,39.0,0,0.363527295,7500.0,9,0,1,0,0.0
0.0,0.004128766,75.0,0,53.0,,4,0,0,0,
0.0,0.018737182,41.0,0,1118.0,0.0,13,0,1,0,0.0
0.0,0.733145708,50.0,1,0.319493207,9825.0,11,0,1,0,0.0
0.0,0.001479412,36.0,0,0.00049975,3000.0,7,0,0,0,4.0
0.0,0.89415248,50.0,0,0.108874959,4545.0,3,0,0,0,2.0
0.0,0.236119488,71.0,0,0.386377427,9886.5,8,0,1,0,0.0
0.0,0.118236921,59.0,0,0.553956032,13440.0,8,0,3,0,1.0
1.0,0.779468507,41.0,1,2.147901399,2250.0,12,0,3,0,3.0
0.0,0.806441611,46.0,0,1.380585516,2919.0,21,0,2,0,0.0
0.0,0.483047197,40.0,0,0.389624426,5550.0,11,0,0,0,2.0
0.0,0.055562802,41.0,0,0.259674033,15000.0,8,0,2,0,2.0
1.0,0.9999999,31.0,0,0.102179564,7500.0,1,0,0,0,0.0
0.0,0.033995751,67.0,0,13.0,,9,0,0,0,0.0
0.0,0.284273309,57.0,0,0.217627762,17374.5,3,0,1,0,3.0
0.0,0.107048342,50.0,0,0.653052542,14101.5,16,0,1,0,1.0
0.0,0.303260465,59.0,0,0.333566643,15000.0,16,0,2,0,1.0
0.0,0.240964689,65.0,1,0.230276972,15000.0,9,0,1,0,1.0
0.0,0.093006849,62.0,0,0.298106292,2454.0,13,0,0,0,0.0
0.0,0.020187689,81.0,0,0.140464884,6000.0,13,0,0,0,0.0
0.0,0.089590183,48.0,0,0.004679906,24999.0,5,0,0,0,0.0
0.0,0.034289216,61.0,0,0.141802522,24381.0,5,0,1,0,0.0
0.0,0.122042827,52.0,0,0.180285005,11472.0,6,0,2,0,0.0
0.0,0.029731495,65.0,1,0.26021884,11925.0,8,0,2,0,2.0
0.0,0.019782911,62.0,0,0.066296784,15949.5,8,0,1,0,2.0
0.0,0.641143502,30.0,0,0.647741475,8400.0,6,0,2,0,0.0
1.0,0.49366514,34.0,1,0.419942077,10875.0,10,0,2,0,0.0
0.0,0.300032816,38.0,0,899.0,0.0,6,0,1,1,0.0
0.0,0.704912383,55.0,0,0.658108108,8878.5,12,0,2,0,0.0
,,,0,0.653621982,1800.0,7,0,1,0,0.0
0.0,0.014226321,75.0,0,0.019175455,1563.0,5,0,0,0,0.0
,,,0,0.290141972,7500.0,6,0,0,0,1.0
0.0,0.379160043,37.0,0,0.340506867,10593.0,5,1,2,0,0.0
0.0,0.205106585,64.0,0,1.576263925,7000.5,24,0,1,0,0.0
0.0,0.035627442,51.0,0,0.282819117,14875.5,7,0,1,0,2.0
0.0,0.138126498,46.0,0,0.176647672,13950.0,9,0,1,0,2.0
0.0,0.114747131,77.0,0,137.0,,6,0,0,0,0.0
,,,0,0.487837388,9001.5,7,0,2,0,2.0
0.0,0.118811275,57.0,0,0.117432215,24229.5,8,0,1,0,1.0
0.0,0.9999999,41.0,0,0.0,7500.0,0,0,0,0,2.0
0.0,0.101258822,55.0,0,0.123281966,3600.0,6,0,0,0,0.0
0.0,0.048719516,83.0,0,0.004332611,9000.0,4,0,0,0,1.0
1.0,0.367848017,63.0,0,0.147442535,7242.0,5,1,0,0,1.0
0.0,0.0,32.0,0,349.0,0.0,5,0,0,0,0.0
0.0,0.034021123,46.0,0,0.012724381,6600.0,7,0,0,0,0.0
0.0,0.273293689,58.0,0,0.622038687,6900.0,23,0,3,0,0.0
0.0,0.018876862,80.0,0,0.01032989,4500.0,7,0,0,0,0.0
,,150.0,0,0.09255079,4650.0,1,0,0,0,0.0
0.0,0.122295439,47.0,0,1843.5,1.5,18,0,1,0,3.0
0.0,0.538413492,47.0,0,25.0,,14,0,0,0,
0.0,0.012927648,73.0,0,0.00132908,5641.5,2,0,0,0,0.0
0.0,0.447596053,48.0,0,1.086550183,3690.0,12,0,1,0,3.0
0.0,0.709651614,49.0,1,0.678601166,1800.0,3,0,0,0,0.0
0.0,0.304881374,50.0,0,0.119923095,6240.0,3,0,0,0,0.0
0.0,0.01717531,66.0,0,0.034224161,10999.5,7,0,0,0,1.0
0.0,0.008522369,63.0,0,2307.0,,8,0,2,0,0.0
0.0,0.012287803,59.0,0,23.0,,8,0,0,0,0.0
0.0,0.053829041,58.0,0,0.034691713,9900.0,9,0,0,0,1.0
0.0,0.9999999,50.0,1,0.177332682,3069.0,2,0,0,0,0.0
0.0,0.9999999,34.0,1,0.25464191,7350.0,4,1,0,1,4.0
0.0,0.005432605,71.0,0,0.002920561,5134.5,7,0,0,0,0.0
0.0,0.102513808,64.0,0,0.586863317,8745.0,13,0,3,0,0.0
0.0,0.999257463,73.0,0,0.855211513,6877.5,11,0,2,0,1.0
0.0,0.127467148,47.0,0,0.484841213,18750.0,13,0,1,0,2.0
0.0,0.565297647,26.0,2,1.078431373,1146.0,6,0,0,1,0.0
0.0,0.701808089,37.0,0,0.616345914,6000.0,7,0,1,0,1.0
0.0,0.051799137,62.0,0,0.008544653,16324.5,4,0,0,0,1.0
0.0,0.046359422,26.0,0,14.0,,4,0,0,0,
0.0,0.536747939,62.0,0,0.761082326,5209.5,12,0,1,0,0.0
0.0,0.0,65.0,0,1569.0,,5,0,1,0,
0.0,0.0,48.0,0,0.21228319,13749.0,6,0,1,0,3.0
0.0,0.170475493,40.0,1,7004.0,,12,0,4,0,2.0
0.0,0.262862488,30.0,0,0.228489825,4200.0,6,0,0,0,0.0
1.0,0.349301868,60.0,0,0.265962005,10500.0,14,0,0,0,2.0
0.0,0.676832871,44.0,0,2731.0,,7,0,1,0,0.0
0.0,0.013276865,37.0,0,0.436867068,11700.0,8,0,2,0,1.0
1.0,0.524318769,45.0,0,0.610856364,12102.0,12,0,3,0,2.0
0.0,0.497005988,44.0,0,4710.0,,5,0,3,0,2.0
0.0,0.518856861,52.0,0,0.782584985,8250.0,16,0,1,0,0.0
0.0,0.640371686,70.0,0,0.245011135,34350.0,16,0,2,0,1.0
0.0,0.9999999,38.0,0,0.027486257,3000.0,0,2,0,0,2.0
0.0,0.382042618,39.0,0,825.0,,5,0,0,0,2.0
0.0,0.124943804,70.0,1,1004.0,,11,0,0,0,0.0
0.0,0.34708449,28.0,0,0.39017341,1555.5,4,0,0,0,0.0
1.0,0.953003133,44.0,0,1056.0,,3,0,0,0,0.0
0.0,0.531049379,42.0,0,0.150986274,16500.0,4,0,1,0,0.0
0.0,0.073646318,74.0,0,1593.0,,10,0,1,0,0.0
,,,1,1.660974594,3600.0,14,0,2,0,3.0
0.0,0.477746202,47.0,2,13.09561753,375.0,14,0,2,0,0.0
0.0,0.06112046,59.0,1,0.464032884,6567.0,7,0,1,1,1.0
0.0,0.010361757,42.0,0,0.131855467,22125.0,9,0,1,0,2.0
0.0,0.9999999,38.0,0,0.355548151,4500.0,3,0,1,0,0.0
0.0,0.170633564,40.0,1,0.125570953,19374.0,11,0,1,0,0.0
1.0,0.987004332,57.0,3,0.363998861,5265.0,6,0,0,0,1.0
0.0,0.005859153,66.0,0,1479.0,,10,0,1,0,0.0
0.0,0.293069444,44.0,0,1.322233105,6124.5,10,0,2,1,3.0
,,,0,606.0,,3,0,1,0,0.0
0.0,0.547545355,45.0,0,0.593575877,9151.5,12,0,1,0,5.0
0.0,0.059884003,83.0,0,0.008453777,10999.5,4,0,0,0,0.0
,,,1,102.0,,9,0,0,0,
0.0,0.148371706,64.0,0,0.055164143,10005.0,4,0,0,0,0.0
0.0,0.9999999,41.0,0,0.091143998,6384.0,2,5,0,0,2.0
0.0,0.195878007,40.0,0,0.264455924,9000.0,13,0,1,0,2.0
0.0,0.119289639,36.0,0,3633.0,,7,0,1,0,0.0
0.0,0.405041484,59.0,0,1256.0,,4,0,1,0,0.0
0.0,0.318178788,42.0,0,0.479822288,4050.0,4,0,1,0,2.0
0.0,0.031799205,63.0,0,0.279160949,7650.0,4,0,1,0,1.0
0.0,0.0,87.0,0,0.094830049,5250.0,4,0,1,0,0.0
0.0,0.035754551,77.0,0,2213.0,,17,0,1,1,0.0
0.0,0.017627416,72.0,0,0.00559888,7500.0,3,0,0,0,0.0
0.0,0.026931381,65.0,0,0.735044929,5841.0,9,0,3,0,1.0
0.0,0.198403225,44.0,0,0.391304348,6174.0,9,0,2,0,1.0
0.0,0.022300271,41.0,0,0.011197014,5625.0,5,0,0,0,1.0
0.0,0.008449994,62.0,0,0.010227273,2638.5,13,0,0,0,0.0
0.0,0.394468368,71.0,0,0.179048099,5955.0,5,0,1,0,1.0
0.0,0.065096745,84.0,0,0.035982009,3000.0,8,0,0,0,0.0
0.0,0.296489411,45.0,0,0.531423429,9999.0,7,0,2,0,3.0
0.0,0.027389439,55.0,0,0.2176,15936.0,8,0,1,0,1.0
0.0,0.282367086,37.0,0,3154.0,,8,0,1,0,0.0
0.0,0.9999999,98.0,0,0.0,,4,0,0,0,0.0
0.0,0.355522886,57.0,0,0.256354314,13749.0,10,0,2,0,0.0
0.0,0.446607119,58.0,0,0.545434348,6750.0,8,0,1,1,0.0
0.0,0.9999999,53.0,1,0.218541709,7425.0,3,3,1,0,2.0
0.0,0.0,34.0,0,0.501916347,9000.0,12,0,2,0,0.0
,,,0,753.0,,5,0,1,0,0.0
0.0,0.432386999,64.0,0,1.0737584,9150.0,14,0,3,0,0.0
0.0,0.170264718,62.0,0,1803.0,,10,0,1,0,
0.0,0.138076605,55.0,0,0.261372398,5835.0,12,0,0,0,0.0
0.0,0.036384081,64.0,0,0.014991671,2700.0,4,0,0,0,0.0
1.0,0.659597941,61.0,0,0.744095365,13462.5,18,0,2,1,0.0
0.0,0.9999999,43.0,0,0.000555401,5400.0,7,0,0,0,1.0
0.0,0.777068911,56.0,1,0.340059995,10999.5,11,0,1,0,0.0
0.0,0.109088192,71.0,0,0.374955742,12708.0,12,0,3,0,1.0
0.0,0.653993022,46.0,1,1.712633452,5056.5,14,0,2,0,0.0
,,,0,0.031989337,4500.0,6,0,0,0,1.0
,,,0,0.182020183,16200.0,10,0,1,0,1.0
,,,1,0.059227468,10483.5,2,0,0,0,0.0
0.0,0.024176542,54.0,0,0.221024259,17250.0,12,0,1,0,4.0
0.0,0.031258248,57.0,0,0.397520496,7500.0,15,0,2,0,0.0
0.0,0.012981241,70.0,0,0.003620066,8700.0,17,0,0,0,0.0
0.0,0.788011157,36.0,0,0.258359873,7534.5,6,0,0,0,2.0
0.0,0.0,34.0,0,0.0,6330.0,7,0,0,0,0.0
0.0,0.007930722,80.0,0,0.223203906,6450.0,9,0,1,0,1.0
0.0,0.135227031,51.0,0,0.22293991,7662.0,9,0,0,0,4.0
0.0,0.223222551,55.0,1,0.180174431,7050.0,11,0,0,0,0.0
0.0,0.412743397,33.0,0,0.359140859,9007.5,10,0,1,0,0.0
,,150.0,0,0.784710018,1705.5,3,0,1,0,0.0
0.0,0.194345196,76.0,1,0.235065943,17400.0,25,0,1,0,0.0
0.0,0.649155304,56.0,0,1.79989596,25950.0,12,0,0,0,2.0
0.0,0.098271626,46.0,0,0.167380748,5250.0,6,0,0,0,0.0
0.0,0.990181253,61.0,0,5292.0,,11,0,2,0,0.0
0.0,0.045186097,42.0,0,0.095278823,8767.5,10,0,0,0,0.0
1.0,0.246468424,61.0,5,0.357107149,9000.0,24,0,1,0,0.0
0.0,0.001230706,70.0,0,0.003198721,3750.0,10,0,0,0,0.0
0.0,0.0,53.0,0,1.028932141,2850.0,8,0,1,0,0.0
1.0,0.827968923,33.0,2,3956.0,,11,1,2,2,0.0
0.0,0.208635324,55.0,0,0.345681036,9150.0,8,0,2,0,4.0
0.0,0.063916697,49.0,0,0.382861714,15000.0,11,0,3,0,2.0
,,,2,0.30308417,16875.0,9,0,2,0,2.0
0.0,0.9999999,62.0,0,1586.0,,3,0,1,0,0.0
1.0,1.064387123,51.0,2,0.693641618,4410.0,6,0,1,1,1.0
