SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.023067923,63,0,1.30989011,1819.0,13,0,2,0,0.0
0,0.589589399,43,0,0.142385831,5758.0,10,0,0,0,0.0
0,0.163033479,69,0,1357.0,,5,0,2,0,0.0
0,0.751624972,47,0,0.500735465,12916.0,16,0,2,0,3.0
0,0.0,42,0,1391.0,,4,0,1,0,0.0
0,0.163341835,61,0,0.408520527,6454.0,17,0,1,0,0.0
1,0.120240237,43,0,0.477932212,4100.0,16,1,1,0,3.0
0,0.008021535,87,0,0.002989943,7357.0,8,0,0,0,0.0
0,0.383002073,54,0,0.07700486,6583.0,7,0,0,0,0.0
0,0.11097002,58,0,0.110396846,11666.0,6,0,2,0,2.0
0,0.165157698,52,0,0.32591623,4583.0,9,0,1,0,0.0
0,0.9999999,35,1,2723.0,,3,0,1,0,0.0
0,0.514511332,32,0,0.106879314,4200.0,4,0,0,0,0.0
0,0.171498799,62,0,0.416013712,4083.0,11,0,2,0,0.0
0,0.954760652,50,1,0.167095116,3500.0,5,0,0,0,5.0
0,0.684222081,60,0,3976.0,,25,0,2,0,2.0
1,0.9999999,31,2,0.021191523,2500.0,1,0,0,0,3.0
0,0.081444165,38,0,0.178266178,13103.0,10,0,1,0,2.0
0,0.721129338,30,0,0.128331439,7916.0,7,0,0,0,0.0
0,0.065092575,76,0,51.0,,1,0,0,0,0.0
0,0.002380606,51,0,0.178527382,30000.0,13,0,1,0,0.0
0,0.063482843,87,0,0.334851936,5706.0,4,0,1,0,1.0
0,0.745025604,45,1,0.448337292,3367.0,13,0,0,1,2.0
0,0.095916663,61,0,0.474004639,10347.0,12,0,3,0,0.0
0,0.9999999,50,1,0.648468708,750.0,2,0,0,0,1.0
0,0.010810946,56,0,0.369530755,6307.0,21,0,2,0,2.0
0,0.205631016,38,0,0.809226594,3684.0,8,0,2,0,2.0
0,0.072245085,65,0,668.0,,5,0,0,0,0.0
0,0.074266374,42,0,0.24606723,6038.0,4,0,1,0,2.0
0,0.846034215,29,0,0.116402116,1889.0,2,0,0,0,0.0
0,0.07682127,38,1,0.57117595,7916.0,7,0,2,0,2.0
0,0.022847329,44,0,0.186009955,11450.0,7,0,1,0,3.0
0,0.325321022,41,0,2470.0,,10,0,2,0,5.0
0,0.039246729,74,0,0.004665112,3000.0,2,0,0,0,0.0
0,0.0,73,0,0.330266973,10000.0,6,0,2,0,1.0
0,0.0,30,0,0.466844385,3000.0,4,0,1,0,0.0
0,0.000405582,69,0,0.249830278,5891.0,16,0,1,0,0.0
0,0.0,85,0,0.0,,4,2,0,0,0.0
0,0.087409383,39,0,0.389115063,4666.0,6,0,2,0,1.0
0,0.135747438,44,0,0.029453015,6416.0,4,0,0,0,0.0
0,1.109578084,28,1,0.331333733,5000.0,5,1,1,1,2.0
0,0.031592685,53,0,0.250907863,11840.0,16,0,3,0,0.0
0,0.095436807,68,0,0.664938912,2700.0,13,0,2,0,0.0
0,0.031214838,58,0,0.355076276,1900.0,6,0,1,0,0.0
0,0.127294588,71,0,0.271513632,15954.0,22,0,3,0,0.0
0,0.010608234,70,0,1.397163121,845.0,5,0,1,0,0.0
0,0.187614852,71,0,4040.0,,6,1,1,0,0.0
0,0.104438451,32,0,0.206391716,5600.0,17,0,0,0,0.0
0,0.092447031,47,1,0.329630041,9000.0,21,0,2,1,0.0
0,0.013669372,51,0,0.185600361,13291.0,9,0,2,0,1.0
0,0.047847608,65,0,0.007360673,3803.0,2,0,0,0,0.0
0,0.0,44,0,0.427228786,3723.0,4,0,1,0,0.0
0,0.160987616,26,0,0.111901557,5200.0,5,0,0,0,2.0
1,0.0,49,3,0.289413307,3050.0,5,0,0,0,1.0
0,0.016120724,71,1,0.477321814,8333.0,15,0,2,0,0.0
0,0.925095449,50,1,2354.0,,12,0,0,1,2.0
0,0.127112958,63,0,0.20626607,10500.0,20,0,1,0,0.0
1,0.937354215,43,1,0.380330579,6049.0,4,0,1,0,3.0
1,0.51795338,52,0,0.268187223,9250.0,11,0,2,1,2.0
0,0.055554012,45,0,0.2639904,9166.0,6,0,2,1,0.0
1,0.9999999,50,1,0.160661955,5800.0,2,0,0,0,0.0
0,0.505074746,45,0,0.520956587,12000.0,8,0,2,0,2.0
0,0.057738408,60,0,1578.0,,7,0,1,0,0.0
0,0.530056942,57,0,0.517664311,7500.0,21,0,1,0,2.0
0,0.333583321,35,0,0.471657577,6050.0,7,0,1,0,1.0
0,0.9999999,63,0,11.0,,2,0,0,0,0.0
0,0.225216942,27,0,0.399941185,6800.0,10,0,1,0,3.0
0,0.9999999,86,0,0.0,,4,0,0,0,0.0
1,0.947815368,30,0,849.0,,4,2,0,1,0.0
0,0.696541602,57,0,3854.0,,13,0,2,0,0.0
0,0.364734419,30,0,0.336993563,2640.0,15,0,1,0,0.0
0,0.087910156,54,0,0.520623969,20000.0,8,0,3,0,2.0
0,0.200307282,66,0,0.279737681,43000.0,28,0,6,0,1.0
0,0.00059996,91,0,0.0,,4,0,0,0,
0,0.9999999,33,0,0.139235987,2800.0,4,0,0,0,0.0
0,0.300149897,65,0,0.732965009,14660.0,23,0,5,0,0.0
0,0.375947314,42,0,0.076656204,6052.0,5,0,0,0,3.0
0,0.210382157,58,0,314.0,,3,0,0,0,2.0
0,0.0,58,0,2010.0,,7,0,2,0,0.0
0,0.137117878,49,0,0.494495506,9900.0,11,0,4,0,2.0
0,0.838216178,52,0,0.267323281,11472.0,8,0,1,0,2.0
0,0.102500998,65,0,2596.0,,19,0,2,0,0.0
0,0.430466758,44,0,0.385176956,6300.0,7,0,1,0,2.0
0,0.0,53,0,0.470652935,10000.0,6,0,2,0,3.0
0,0.07378878,70,0,0.131393411,7800.0,7,0,2,0,0.0
0,0.553383653,30,0,0.322250331,8300.0,9,0,1,0,1.0
0,0.100739045,40,0,0.334666476,7000.0,14,0,1,0,2.0
0,0.281557216,33,0,0.106019579,4800.0,4,0,0,0,0.0
0,0.000130716,52,0,1262.0,,10,0,1,0,0.0
0,0.126979535,62,0,1654.0,,8,0,2,0,0.0
1,0.75756061,40,3,0.524241933,6166.0,8,2,2,2,1.0
0,0.110274189,61,0,0.113348248,14750.0,10,0,1,0,0.0
0,0.902936569,52,0,0.508039357,12500.0,6,0,2,0,3.0
0,0.041660898,67,1,1.24910481,10332.0,11,0,5,0,0.0
0,0.083633085,77,0,0.14557425,5467.0,15,0,0,0,1.0
0,0.008313623,46,0,0.305453249,8416.0,7,0,1,0,1.0
0,0.02552047,71,0,0.377905524,4000.0,10,0,1,0,0.0
0,0.06032663,27,0,0.562860438,2600.0,2,0,1,0,0.0
0,0.054660832,63,0,0.026212283,71950.0,8,0,2,0,0.0
0,0.631541354,61,0,3488.0,,7,0,1,0,0.0
0,0.271865551,78,0,0.313422264,8470.0,9,0,2,0,0.0
0,0.154753525,40,1,0.459654035,10000.0,10,0,3,0,1.0
1,0.637362637,25,1,0.0223398,1700.0,2,0,0,0,0.0
0,0.063159342,42,0,0.11262198,6250.0,4,0,1,0,0.0
0,0.229548153,52,4,0.223173595,7240.0,8,0,2,0,0.0
0,0.066113797,63,0,0.621679828,9750.0,24,0,2,0,2.0
0,0.053535609,51,0,0.29055912,12000.0,9,0,2,0,4.0
0,0.039143338,47,0,3396.0,,12,0,1,0,2.0
0,0.032405355,68,0,0.200636163,4086.0,12,0,1,0,0.0
0,0.476082229,44,1,0.439048488,13157.0,12,0,2,0,0.0
0,0.9999999,30,1,0.143010177,5600.0,2,0,0,0,2.0
0,0.010989881,46,0,15.0,,8,0,0,0,0.0
0,0.840879874,44,3,1478.0,,4,1,0,1,0.0
0,0.0,63,0,0.24150905,9833.0,5,0,1,0,1.0
0,0.0,76,0,1117.0,,6,0,1,0,0.0
0,0.568660996,66,1,0.372477731,5500.0,7,0,1,0,0.0
0,0.002190372,55,1,0.948480165,1940.0,8,0,1,0,2.0
0,0.290809705,56,0,0.370648734,15167.0,25,0,1,0,2.0
0,0.016092444,70,0,50.0,,8,0,0,0,
0,0.166799093,51,0,0.14717363,6916.0,9,0,1,0,2.0
0,0.0,44,1,0.355783919,7200.0,7,0,2,1,1.0
0,0.004190277,38,0,2033.0,,11,0,2,0,0.0
0,0.165981705,41,0,0.319400049,12200.0,10,0,3,0,1.0
0,0.058027304,39,0,0.363527295,5000.0,9,0,1,0,0.0
0,0.004128766,75,0,53.0,,4,0,0,0,
0,0.018737182,41,0,1118.0,0.0,13,0,1,0,0.0
0,0.733145708,50,1,0.319493207,6550.0,11,0,1,0,0.0
0,0.001479412,36,0,0.00049975,2000.0,7,0,0,0,4.0
0,0.89415248,50,0,0.108874959,3030.0,3,0,0,0,2.0
0,0.236119488,71,0,0.386377427,6591.0,8,0,1,0,0.0
0,0.118236921,59,0,0.553956032,8960.0,8,0,3,0,1.0
1,0.779468507,41,1,2.147901399,1500.0,12,0,3,0,3.0
0,0.806441611,46,0,1.380585516,1946.0,21,0,2,0,0.0
0,0.483047197,40,0,0.389624426,3700.0,11,0,0,0,2.0
0,0.055562802,41,0,0.259674033,10000.0,8,0,2,0,2.0
1,0.9999999,31,0,0.102179564,5000.0,1,0,0,0,0.0
0,0.033995751,67,0,13.0,,9,0,0,0,0.0
0,0.284273309,57,0,0.217627762,11583.0,3,0,1,0,3.0
0,0.107048342,50,0,0.653052542,9401.0,16,0,1,0,1.0
0,0.303260465,59,0,0.333566643,10000.0,16,0,2,0,1.0
0,0.240964689,65,1,0.230276972,10000.0,9,0,1,0,1.0
0,0.093006849,62,0,0.298106292,1636.0,13,0,0,0,0.0
0,0.020187689,81,0,0.140464884,4000.0,13,0,0,0,0.0
0,0.089590183,48,0,0.004679906,16666.0,5,0,0,0,0.0
0,0.034289216,61,0,0.141802522,16254.0,5,0,1,0,0.0
0,0.122042827,52,0,0.180285005,7648.0,6,0,2,0,0.0
0,0.029731495,65,1,0.26021884,7950.0,8,0,2,0,2.0
0,0.019782911,62,0,0.066296784,10633.0,8,0,1,0,2.0
0,0.641143502,30,0,0.647741475,5600.0,6,0,2,0,0.0
1,0.49366514,34,1,0.419942077,7250.0,10,0,2,0,0.0
0,0.300032816,38,0,899.0,0.0,6,0,1,1,0.0
0,0.704912383,55,0,0.658108108,5919.0,12,0,2,0,0.0
0,0.510094557,30,0,0.653621982,1200.0,7,0,1,0,0.0
0,0.014226321,75,0,0.019175455,1042.0,5,0,0,0,0.0
0,0.329492429,30,0,0.290141972,5000.0,6,0,0,0,1.0
0,0.379160043,37,0,0.340506867,7062.0,5,1,2,0,0.0
0,0.205106585,64,0,1.576263925,4667.0,24,0,1,0,0.0
0,0.035627442,51,0,0.282819117,9917.0,7,0,1,0,2.0
0,0.138126498,46,0,0.176647672,9300.0,9,0,1,0,2.0
0,0.114747131,77,0,137.0,,6,0,0,0,0.0
1,0.739473314,40,0,0.487837388,6001.0,7,0,2,0,2.0
0,0.118811275,57,0,0.117432215,16153.0,8,0,1,0,1.0
0,0.9999999,41,0,0.0,5000.0,0,0,0,0,2.0
0,0.101258822,55,0,0.123281966,2400.0,6,0,0,0,0.0
0,0.048719516,83,0,0.004332611,6000.0,4,0,0,0,1.0
1,0.367848017,63,0,0.147442535,4828.0,5,1,0,0,1.0
0,0.0,32,0,349.0,0.0,5,0,0,0,0.0
0,0.034021123,46,0,0.012724381,4400.0,7,0,0,0,0.0
0,0.273293689,58,0,0.622038687,4600.0,23,0,3,0,0.0
0,0.018876862,80,0,0.01032989,3000.0,7,0,0,0,0.0
0,0.9999999,27,0,0.09255079,3100.0,1,0,0,0,0.0
0,0.122295439,47,0,1843.5,1.0,18,0,1,0,3.0
0,0.538413492,47,0,25.0,,14,0,0,0,
0,0.012927648,73,0,0.00132908,3761.0,2,0,0,0,0.0
0,0.447596053,48,0,1.086550183,2460.0,12,0,1,0,3.0
0,0.709651614,49,1,0.678601166,1200.0,3,0,0,0,0.0
0,0.304881374,50,0,0.119923095,4160.0,3,0,0,0,0.0
0,0.01717531,66,0,0.034224161,7333.0,7,0,0,0,1.0
0,0.008522369,63,0,2307.0,,8,0,2,0,0.0
0,0.012287803,59,0,23.0,,8,0,0,0,0.0
0,0.053829041,58,0,0.034691713,6600.0,9,0,0,0,1.0
0,0.9999999,50,1,0.177332682,2046.0,2,0,0,0,0.0
0,0.9999999,34,1,0.25464191,4900.0,4,1,0,1,4.0
0,0.005432605,71,0,0.002920561,3423.0,7,0,0,0,0.0
0,0.102513808,64,0,0.586863317,5830.0,13,0,3,0,0.0
0,0.999257463,73,0,0.855211513,4585.0,11,0,2,0,1.0
0,0.127467148,47,0,0.484841213,12500.0,13,0,1,0,2.0
0,0.565297647,26,2,1.078431373,764.0,6,0,0,1,0.0
0,0.701808089,37,0,0.616345914,4000.0,7,0,1,0,1.0
0,0.051799137,62,0,0.008544653,10883.0,4,0,0,0,1.0
0,0.046359422,26,0,14.0,,4,0,0,0,
0,0.536747939,62,0,0.761082326,3473.0,12,0,1,0,0.0
0,0.0,65,0,1569.0,,5,0,1,0,
0,0.0,48,0,0.21228319,9166.0,6,0,1,0,3.0
0,0.170475493,40,1,7004.0,,12,0,4,0,2.0
0,0.262862488,30,0,0.228489825,2800.0,6,0,0,0,0.0
1,0.349301868,60,0,0.265962005,7000.0,14,0,0,0,2.0
0,0.676832871,44,0,2731.0,,7,0,1,0,0.0
0,0.013276865,37,0,0.436867068,7800.0,8,0,2,0,1.0
1,0.524318769,45,0,0.610856364,8068.0,12,0,3,0,2.0
0,0.497005988,44,0,4710.0,,5,0,3,0,2.0
0,0.518856861,52,0,0.782584985,5500.0,16,0,1,0,0.0
0,0.640371686,70,0,0.245011135,22900.0,16,0,2,0,1.0
0,0.9999999,38,0,0.027486257,2000.0,0,2,0,0,2.0
0,0.382042618,39,0,825.0,,5,0,0,0,2.0
0,0.124943804,70,1,1004.0,,11,0,0,0,0.0
0,0.34708449,28,0,0.39017341,1037.0,4,0,0,0,0.0
1,0.953003133,44,0,1056.0,,3,0,0,0,0.0
0,0.531049379,42,0,0.150986274,11000.0,4,0,1,0,0.0
0,0.073646318,74,0,1593.0,,10,0,1,0,0.0
0,0.30770086,39,1,1.660974594,2400.0,14,0,2,0,3.0
0,0.477746202,47,2,13.09561753,250.0,14,0,2,0,0.0
0,0.06112046,59,1,0.464032884,4378.0,7,0,1,1,1.0
0,0.010361757,42,0,0.131855467,14750.0,9,0,1,0,2.0
0,0.9999999,38,0,0.355548151,3000.0,3,0,1,0,0.0
0,0.170633564,40,1,0.125570953,12916.0,11,0,1,0,0.0
1,0.987004332,57,3,0.363998861,3510.0,6,0,0,0,1.0
0,0.005859153,66,0,1479.0,,10,0,1,0,0.0
0,0.293069444,44,0,1.322233105,4083.0,10,0,2,1,3.0
0,0.005865885,85,0,606.0,,3,0,1,0,0.0
0,0.547545355,45,0,0.593575877,6101.0,12,0,1,0,5.0
0,0.059884003,83,0,0.008453777,7333.0,4,0,0,0,0.0
0,0.206176405,25,1,102.0,,9,0,0,0,
0,0.148371706,64,0,0.055164143,6670.0,4,0,0,0,0.0
0,0.9999999,41,0,0.091143998,4256.0,2,5,0,0,2.0
0,0.195878007,40,0,0.264455924,6000.0,13,0,1,0,2.0
0,0.119289639,36,0,3633.0,,7,0,1,0,0.0
0,0.405041484,59,0,1256.0,,4,0,1,0,0.0
0,0.318178788,42,0,0.479822288,2700.0,4,0,1,0,2.0
0,0.031799205,63,0,0.279160949,5100.0,4,0,1,0,1.0
0,0.0,87,0,0.094830049,3500.0,4,0,1,0,0.0
0,0.035754551,77,0,2213.0,,17,0,1,1,0.0
0,0.017627416,72,0,0.00559888,5000.0,3,0,0,0,0.0
0,0.026931381,65,0,0.735044929,3894.0,9,0,3,0,1.0
0,0.198403225,44,0,0.391304348,4116.0,9,0,2,0,1.0
0,0.022300271,41,0,0.011197014,3750.0,5,0,0,0,1.0
0,0.008449994,62,0,0.010227273,1759.0,13,0,0,0,0.0
0,0.394468368,71,0,0.179048099,3970.0,5,0,1,0,1.0
0,0.065096745,84,0,0.035982009,2000.0,8,0,0,0,0.0
0,0.296489411,45,0,0.531423429,6666.0,7,0,2,0,3.0
0,0.027389439,55,0,0.2176,10624.0,8,0,1,0,1.0
0,0.282367086,37,0,3154.0,,8,0,1,0,0.0
0,0.9999999,98,0,0.0,,4,0,0,0,0.0
0,0.355522886,57,0,0.256354314,9166.0,10,0,2,0,0.0
0,0.446607119,58,0,0.545434348,4500.0,8,0,1,1,0.0
0,0.9999999,53,1,0.218541709,4950.0,3,3,1,0,2.0
0,0.0,34,0,0.501916347,6000.0,12,0,2,0,0.0
0,0.0,69,0,753.0,,5,0,1,0,0.0
0,0.432386999,64,0,1.0737584,6100.0,14,0,3,0,0.0
0,0.170264718,62,0,1803.0,,10,0,1,0,
0,0.138076605,55,0,0.261372398,3890.0,12,0,0,0,0.0
0,0.036384081,64,0,0.014991671,1800.0,4,0,0,0,0.0
1,0.659597941,61,0,0.744095365,8975.0,18,0,2,1,0.0
0,0.9999999,43,0,0.000555401,3600.0,7,0,0,0,1.0
0,0.777068911,56,1,0.340059995,7333.0,11,0,1,0,0.0
0,0.109088192,71,0,0.374955742,8472.0,12,0,3,0,1.0
0,0.653993022,46,1,1.712633452,3371.0,14,0,2,0,0.0
0,0.197626601,25,0,0.031989337,3000.0,6,0,0,0,1.0
0,0.460497942,34,0,0.182020183,10800.0,10,0,1,0,1.0
0,0.921346308,65,1,0.059227468,6989.0,2,0,0,0,0.0
0,0.024176542,54,0,0.221024259,11500.0,12,0,1,0,4.0
0,0.031258248,57,0,0.397520496,5000.0,15,0,2,0,0.0
0,0.012981241,70,0,0.003620066,5800.0,17,0,0,0,0.0
0,0.788011157,36,0,0.258359873,5023.0,6,0,0,0,2.0
0,0.0,34,0,0.0,4220.0,7,0,0,0,0.0
0,0.007930722,80,0,0.223203906,4300.0,9,0,1,0,1.0
0,0.135227031,51,0,0.22293991,5108.0,9,0,0,0,4.0
0,0.223222551,55,1,0.180174431,4700.0,11,0,0,0,0.0
0,0.412743397,33,0,0.359140859,6005.0,10,0,1,0,0.0
0,0.984793251,33,0,0.784710018,1137.0,3,0,1,0,0.0
0,0.194345196,76,1,0.235065943,11600.0,25,0,1,0,0.0
0,0.649155304,56,0,1.79989596,17300.0,12,0,0,0,2.0
0,0.098271626,46,0,0.167380748,3500.0,6,0,0,0,0.0
0,0.990181253,61,0,5292.0,,11,0,2,0,0.0
0,0.045186097,42,0,0.095278823,5845.0,10,0,0,0,0.0
1,0.246468424,61,5,0.357107149,6000.0,24,0,1,0,0.0
0,0.001230706,70,0,0.003198721,2500.0,10,0,0,0,0.0
0,0.0,53,0,1.028932141,1900.0,8,0,1,0,0.0
1,0.827968923,33,2,3956.0,,11,1,2,2,0.0
0,0.208635324,55,0,0.345681036,6100.0,8,0,2,0,4.0
0,0.063916697,49,0,0.382861714,10000.0,11,0,3,0,2.0
0,0.09914542,59,2,0.30308417,11250.0,9,0,2,0,2.0
0,0.9999999,62,0,1586.0,,3,0,1,0,0.0
1,1.064387123,51,2,0.693641618,2940.0,6,0,1,1,1.0
0,0.0059831,64,0,0.126387361,10000.0,20,0,1,0,0.0
0,0.9999999,60,0,2239.0,,2,0,1,0,0.0
0,0.662063187,44,1,0.384286311,9583.0,11,0,2,0,3.0
0,0.018656841,43,0,1450.0,,11,0,2,1,2.0
0,0.693620259,40,1,0.27398702,5700.0,4,1,1,0,1.0
1,0.9999999,32,1,0.446166621,7225.0,6,0,0,0,1.0
0,0.320021117,55,1,1665.0,,5,0,1,0,0.0
0,0.384348038,63,0,0.149640041,5833.0,5,0,0,0,0.0
0,0.086276092,40,0,0.210357928,5000.0,8,0,0,0,2.0
0,0.00163109,37,0,0.0,1333.0,2,0,0,0,0.0
0,0.032583137,31,0,0.068563593,5833.0,8,0,0,0,0.0
0,0.078258786,55,1,0.234423122,8441.0,16,0,2,0,0.0
0,0.171814586,41,0,0.333396819,10500.0,9,0,2,0,2.0
0,0.069209342,48,0,29.0,,4,0,0,0,0.0
0,0.358715553,52,0,0.273272905,8163.0,5,0,2,0,0.0
0,0.024848758,67,0,14.0,,3,0,0,0,0.0
0,0.535453553,47,0,0.299685016,20000.0,14,0,1,0,1.0
0,0.985734284,52,1,0.471827031,10683.0,7,0,4,0,0.0
0,0.9999999,47,0,0.262403031,11085.0,5,0,2,0,3.0
0,0.032126805,49,0,0.007657945,4700.0,6,0,0,0,1.0
0,0.011495452,57,0,0.003479722,8333.0,6,0,0,0,0.0
0,0.212192942,46,0,0.987493203,1838.0,8,0,1,0,0.0
0,0.0,62,0,0.0,5644.0,1,0,0,0,0.0
0,0.055379665,43,0,0.832333619,3500.0,13,0,2,0,2.0
0,0.073697186,57,0,0.344101529,10400.0,7,0,2,0,0.0
0,0.644369301,57,0,0.992228894,5661.0,11,0,2,0,0.0
0,0.056879398,69,0,0.248937766,4000.0,9,0,1,0,1.0
0,0.0,36,0,0.211589113,3416.0,4,0,1,0,0.0
0,1.043182727,58,2,983.0,,5,2,0,2,3.0
0,0.95802099,23,1,61.0,,2,0,0,0,
0,0.712920546,55,0,0.44347898,12083.0,15,0,1,0,4.0
0,0.184058707,67,0,0.239969624,7900.0,13,0,2,0,1.0
0,0.0,60,0,2761.0,,11,0,1,0,0.0
0,0.04560715,59,0,0.774553571,3583.0,13,0,2,0,0.0
0,0.219992667,72,0,0.432532751,4579.0,7,0,1,0,0.0
0,0.021158206,57,0,0.13758777,11250.0,15,0,1,0,0.0
1,0.950166113,49,0,0.098757952,3300.0,2,0,0,1,3.0
0,0.00118527,62,0,0.23651572,10400.0,7,0,1,0,1.0
0,0.9999999,39,0,0.12664978,7500.0,3,0,0,0,0.0
0,0.052358939,59,0,0.141473082,9082.0,4,0,1,0,0.0
0,0.235503014,63,0,0.05164945,3000.0,5,0,0,0,0.0
0,0.9999999,45,0,0.445353815,15883.0,7,0,1,0,1.0
0,0.016084014,46,0,1200.0,,5,0,1,0,
0,0.170755753,36,0,0.070385476,7600.0,4,0,0,0,0.0
1,0.968080935,54,0,0.620920112,6433.0,4,0,1,0,1.0
0,0.0,59,0,0.133923788,28000.0,11,0,2,0,2.0
0,0.774276625,64,0,0.288611017,2958.0,4,0,0,0,0.0
0,0.018201167,24,0,0.004403901,3178.0,6,0,0,0,0.0
0,0.255138441,67,3,0.294661775,19350.0,11,0,3,0,0.0
0,0.0,50,0,0.378817014,13000.0,6,0,2,0,4.0
0,0.0,69,2,0.300485576,3500.0,12,0,1,0,0.0
0,0.0,33,0,2075.0,,6,0,2,0,0.0
0,0.104689298,54,0,0.036960647,12120.0,24,0,0,1,0.0
0,0.10045877,35,0,0.069554277,5563.0,4,0,0,0,0.0
0,0.658286728,54,0,0.172602108,13000.0,9,0,0,0,1.0
0,0.310518247,60,0,0.360493019,9167.0,23,0,1,0,0.0
0,0.753324668,33,0,0.339441899,2400.0,6,0,1,0,1.0
0,0.563218391,45,0,0.364115615,5500.0,3,0,1,0,3.0
0,0.023798413,41,0,0.14244065,2400.0,3,0,0,0,0.0
1,0.9999999,34,2,0.249401523,4594.0,7,1,1,0,0.0
0,0.440924588,66,0,0.530794661,8166.0,10,0,2,0,0.0
0,0.020326776,25,0,0.102463406,2800.0,6,0,0,0,0.0
0,0.0,24,0,0.633373934,820.0,5,0,0,0,0.0
0,0.905570292,36,0,0.259267195,4666.0,8,1,0,0,0.0
0,0.017724782,73,1,0.247635513,9832.0,14,0,1,0,0.0
0,0.166941329,56,0,0.263096495,18000.0,10,0,3,0,2.0
0,0.0,28,0,0.08788005,2400.0,4,0,0,0,0.0
0,0.048758356,52,0,0.696748351,4243.0,8,0,1,0,2.0
0,0.393116514,44,0,1524.0,,8,0,1,0,
0,0.798650169,43,3,1.100030221,3308.0,7,0,1,0,1.0
0,0.525839735,56,0,0.494633142,6800.0,7,0,2,0,2.0
0,0.433919202,58,0,0.288847627,8616.0,4,0,1,0,2.0
0,0.260852485,33,0,0.36573362,3250.0,15,0,0,0,0.0
0,0.004015094,62,0,0.000723415,4146.0,10,0,0,0,0.0
0,0.0,58,0,1284.0,,5,0,0,0,0.0
0,0.0,81,0,32.0,,8,0,0,0,0.0
0,0.796165298,53,0,0.614919254,20000.0,27,0,4,0,4.0
0,0.080564168,60,0,0.487288997,4916.0,15,0,2,0,0.0
0,0.030031289,81,0,0.013493253,2000.0,5,0,0,0,0.0
0,0.017929421,69,0,0.159284072,10000.0,13,0,1,0,0.0
0,0.9999999,37,0,0.282190132,3323.0,5,3,1,3,2.0
0,0.0,44,0,1000.0,,5,0,1,0,2.0
0,0.163257537,45,0,2517.0,,13,0,2,0,0.0
1,0.166069516,43,0,0.624890036,17050.0,18,0,3,0,3.0
0,0.9999999,48,0,0.216534071,2890.0,6,0,0,0,0.0
0,0.021020397,79,0,0.013064133,2525.0,8,0,0,0,0.0
0,0.077772768,46,5,1254.0,,9,0,0,0,0.0
0,0.046772308,41,0,0.531617096,4000.0,7,0,2,0,2.0
0,0.016570903,91,0,28.0,,3,0,0,0,
0,0.427145709,24,0,7.0,0.0,3,0,0,0,0.0
0,0.356816592,67,0,2960.0,,4,0,2,0,0.0
0,0.069411799,66,0,1081.0,0.0,9,0,1,0,0.0
0,0.9999999,62,1,0.355081967,3049.0,2,0,0,0,2.0
0,0.292682927,58,0,0.366480079,3036.0,7,0,1,0,1.0
0,0.412205259,55,3,0.518883415,7916.0,20,0,5,1,0.0
0,0.514842822,30,0,927.0,,18,0,0,0,0.0
0,0.574966988,43,1,1.150631044,6100.0,20,0,2,0,3.0
0,0.0,42,0,0.511785942,9417.0,6,0,2,0,3.0
0,0.9999999,48,0,0.11410382,4083.0,1,0,0,0,0.0
0,0.402148222,64,0,4068.0,,14,0,3,0,0.0
0,0.944657955,24,0,680.0,0.0,4,0,1,0,0.0
0,0.009246513,65,1,0.215291107,6251.0,9,0,1,0,0.0
1,0.309373254,54,1,4369.0,,16,0,2,0,0.0
0,0.054828341,56,0,0.32808399,8381.0,14,0,2,0,0.0
0,0.025615312,59,0,0.413643411,3224.0,9,0,0,0,0.0
0,0.062006448,54,0,0.002836157,13750.0,2,0,0,0,0.0
0,0.001551657,36,0,0.41986456,5758.0,9,0,1,0,0.0
0,0.973901188,67,0,0.150784922,10000.0,8,0,0,0,0.0
0,0.150299383,25,0,0.2290024,2916.0,7,0,0,0,1.0
0,0.012076183,55,0,0.230589803,3000.0,8,0,1,0,0.0
0,0.51918104,35,0,0.458725004,5850.0,7,0,2,0,3.0
0,0.184523482,72,0,0.307290154,3442.0,17,0,0,0,0.0
0,0.043294693,81,0,0.010996335,3000.0,3,0,0,0,0.0
0,0.9999999,56,0,0.538362347,3101.0,5,2,1,0,0.0
0,0.165401778,68,0,0.392121349,4416.0,9,0,1,0,0.0
0,0.0,48,0,2076.0,,8,0,1,0,0.0
0,0.402024265,54,0,0.706083976,3500.0,11,0,1,0,2.0
0,0.029537304,60,0,0.664558914,6483.0,17,0,2,0,1.0
0,0.010761033,36,0,0.187635394,6000.0,15,0,1,0,0.0
0,0.306518401,46,2,0.279025997,8500.0,9,0,1,0,0.0
0,0.9999999,70,0,0.193097998,7591.0,5,0,0,0,0.0
0,0.685529647,56,0,0.804170122,8440.0,15,0,3,0,0.0
0,0.024950966,36,0,0.390630468,20000.0,13,0,3,0,1.0
0,0.188844858,61,3,0.624159707,4908.0,11,0,3,0,0.0
0,0.114629568,51,0,195.0,,5,0,0,0,4.0
1,0.052094791,68,0,0.002678093,5600.0,5,0,0,0,0.0
0,0.761238761,25,0,0.047569804,2900.0,3,0,0,0,0.0
